SMILES,RDL_score,QED,STEP,TERMINATED
CC(C=O)NC(N)(/C=C/C=O)C[C@H]1C(OCC(N)=O)OC(=O)C1(C)CC(=O)[C@@H](N)CC(C=O)[C@@H]1CCCN1,0.24, 0.060057362561234146),27369,TRUE
CC(=O)N(C)c1cc(F)ccc1C(c1ccc(C(=O)C(F)F)o1)[C@H](N)C(=O)C=O,0.24, 0.40529927227890344),27376,TRUE
C[C@H]1C(C(F)(F)F)OC(=O)C1(C[C@H](N)C(=O)C(=O)Oc1nc2ccccc2c2ccccc12)C[C@H](CC=O)N[C@H](C=O)CCCCN,0.24, 0.06754550462790655),27390,TRUE
Cc1cc(-c2oc3cccc(O)c3c(=O)c2O)cc(C)c1Oc1c2c(c(C3(N)CC3)n1C(C)(N)/C=C/C=O)C(=O)C=CC2=O,0.24, 0.17658129355500082),27397,TRUE
Cc1cccc(-c2c(C[C@H](N)C(=O)c3nc(Oc4coc5cc(O)cc(O)c5c4=O)cs3)ccc(C(C)(N)/C=C/C=O)c2N)c1,0.24, 0.062194209873018325),27404,TRUE
[H]N[C@@H](C[C@@H]1O[C@H](C)[C@@H](O)[C@H](O)[C@@H]1O)C(=O)C=O,0.24, 0.3148898984685235),27411,TRUE
CC(N)(/C=C/C(=O)OC(C=O)N(C(=O)c1nc2ccccc2[nH]1)c1ccc(Cl)cc1)c1ccc(C=O)o1,0.24, 0.14651430359068507),27418,TRUE
Nc1c(C[C@H](N)C(=O)C=O)ccc(F)c1-c1ccc2[nH]cnc2c1,0.24, 0.37403244514146233),27425,TRUE
CC(C)C[C@@H](C=O)Nc1c(Cl)c(O)c(C[C@H](NC[C@@H]2C[C@H]3CCCC[C@@H]3[C@@H](C)O2)C(=O)C=O)c(Cl)c1Cl,0.24, 0.16850591332713394),27432,TRUE
Cc1cccc(-c2cccc3c(OC(=O)/C=C/C(C)(N)N4CCC(Sc5ccccc5)NC4=O)nc4ccccc4c23)c1,0.24, 0.12033370783345032),27439,TRUE
CC(/C=C/C=O)N(C(=O)c1ccc(Cl)s1)C(=O)C(N[C@H](C=O)C(C)(C)Cn1nnc2ccccc21)[C@@H](C)N,0.24, 0.2552934174120914),27446,TRUE
C[C@H](N)[C@@H](O)[C@H](O)[C@@H](N)C(Oc1nc2ccccc2c2ccccc12)c1cnn(C)c1-c1c(C[C@H](N)C(=O)C=O)cccc1[N+](=O)[O-],0.24, 0.04071680646629691),27460,TRUE
CCCC1=C(O)OC(N[C@@H](Cc2sc(SC)cc2C)C(=O)C=O)CC1=O,0.24, 0.3758840526252692),27467,TRUE
CSc1ccccc1Cc1cc(NC(=O)/C=C/C(C)N)c(-c2cccc3[nH]ccc23)c(-c2ccccc2N)c1Cl,0.24, 0.0871509247046227),27474,TRUE
[H]c1ccc2c(nc(OC(=O)C(=O)[C@H](C)N)c3ccccc32)c1[H],0.24, 0.45474966002437955),27481,TRUE
Cc1c(-c2cc3c(Nc4ccccn4)cc(C[C@H](N)C(=O)C=O)c(-c4ccc(Cl)cc4)c3[nH]2)ccc2c(O)ccnc12,0.24, 0.1202352769875524),27488,TRUE
CC1CCN(c2c(O)ccc(C[C@H](N)C(=O)C=O)c2-c2ccccc2)C(NC(C)(C)C)C1,0.24, 0.45206397276172366),27495,TRUE
N[C@H](C(=O)C=O)C(c1ccc(Oc2nc3ccccc3c3ccccc23)cc1F)c1cccc(Cl)c1Cl,0.24, 0.1405687847372938),27502,TRUE
CC(N)/C=C/C(=O)N(C(=O)c1cnccn1)S(=O)(=O)c1cccc(O[C@@H]2O[C@H](C)[C@@H](O)[C@H](O)[C@@H]2O)n1,0.24, 0.29924257601110477),27509,TRUE
CCCNC1Oc2cc(/C=C/C(=O)NC(/C=C/C=O)Cn3[nH]c(=O)c4ccccc4c3=O)c(C[C@H](N)C(=O)C(F)(F)F)cc2O1,0.24, 0.16207611322419774),27516,TRUE
CC(OC(=O)/C=C/C(C)(c1cccc(NC(C)(C)C)c1C(F)F)N(CC=O)[C@@H](C)C=O)OC(C)(C)C,0.24, 0.17444410160053936),27523,TRUE
N[C@@H](Cc1cc(B(O)O)cc([N+](=O)[O-])c1C(F)(F)F)C(=O)C=O,0.24, 0.19751542327374572),27537,TRUE
C[C@H](NCc1ccn(C)c1)C(=O)C(=O)Oc1c(-c2nc3ccccc3c3ccccc23)cc(-c2cc(F)c(F)cc2F)c2[nH]c(C=O)cc12,0.24, 0.04170008930972431),27544,TRUE
NC(=O)C(=O)[C@@H](N)Cc1nc2c(-c3ccc(-c4ccccc4F)c(Cl)c3)cccc2c2ccccc12,0.24, 0.2408866735443177),27551,TRUE
CCCCC(=O)C(=O)N[C@@H](C)C(=O)C(=O)N1CCNC(OC[C@@H](N)C=O)C1,0.24, 0.2768706409822879),27558,TRUE
[H]N[C@@H](C)C(=O)C(=O)Oc1nc2ccccc2c2cccc(N)c12,0.24, 0.3303441624131991),27565,TRUE
C[C@H](NC1CC2CCCCC2CN1)C(=O)C=O,0.24, 0.5631595038153204),27572,TRUE
CC(C)c1ccc2c(c1)nc(OC(=O)/C=C/C(C)(N)NC(C=O)N[C@@H](CCC=O)C(=O)CF)c1ccccc12,0.24, 0.09309053608620714),27593,TRUE
CCNc1ccc(-c2sc(C[C@H](N)C(=O)C(=O)N3CCNCC3)nc2C)cc1,0.24, 0.6069501191740939),27600,TRUE
CNC(C[C@H](C)N(C(=O)c1ccco1)C(C)(N)/C=C/C(=O)OCC(N)=O)(Oc1nc2ccccc2c2ccccc12)C(=O)O[Na],0.24, 0.0648521978866715),27607,TRUE
Cc1cccc(-c2cccc3c2nc(OC(=O)C(=O)[C@H](C)N)c2ccccc23)c1C(=O)O,0.24, 0.2811171786534791),27614,TRUE
CC(NC(=O)c1cc2ccccc2[nH]1)C(O)CN(CCC(=O)O)C(C)/C=C/C(=O)Oc1nc2ccccc2c2ccccc12,0.24, 0.09263387136214997),27621,TRUE
NC(=O)C[C@H](N)C(=O)N(C(=O)c1ccc2c(Cn3cc4c(c3)C(=O)C=CC4=O)cccc2n1)[C@@H](Cc1nccs1)C(=O)C(N)=O,0.24, 0.19263133579328007),27628,TRUE
Cn1cc2nc(C(OC(C)(N)/C=C/C=O)[C@@H](N)C=O)nc-2c(Oc2nc3ccccc3c3ccccc23)c1,0.24, 0.13161653708790028),27635,TRUE
[H]C(=O)C(=O)[C@@H](N)Cc1ccc(C2CCOC2=O)cc1,0.24, 0.4694372997286932),27642,TRUE
[H]c1c(C[C@H](N)C(=O)C=O)cccc1-c1cccc2ccc(-c3cccc(=O)o3)cc12,0.24, 0.39511185113525155),27649,TRUE
NC(=O)C([C@H](N)C(=O)Nc1c(C[C@H](N)C(=O)C=O)cccc1Sc1ccccc1)n1cc2c(c1)C(=O)C=CC2=O,0.24, 0.19693694113183446),27656,TRUE
CC(C)CC(=O)NC(C)(/C=C/C(=O)Oc1nc2ccccc2c2cccc(N[C@@H](C=O)CC(C)C)c12)N1C[C@H]2CCC[C@H]2C1,0.24, 0.10644632260139325),27663,TRUE
CCC[C@H](NC(=O)/C=C/c1ccc(-c2c(O)c(O)cc(C3CCCCC3)c2C(C)(N)/C=C/C=O)cc1)C(=O)C=O,0.24, 0.12929275615560296),27670,TRUE
CCNC(/C=C/C=O)Cc1cnc(Cc2ccc3c(c2)OCO3)cc1-c1oc2cc(O)cc(O)c2c(=O)c1O,0.24, 0.18669973109824692),27677,TRUE
COc1cccc(Nc2cc(Oc3nc4ccccc4c4ccccc34)cc(F)c2C[C@H](N)C(=O)C=O)c1,0.24, 0.1490224392069323),27684,TRUE
Cc1c(O)cccc1N1CCN[C@H](C[C@H](N)C(=O)C(=O)N[C@H](C=O)[C@H](C)O)C1OCC(C)(C)OCC(N)=O,0.24, 0.11829188739802106),27691,TRUE
N[C@@H](Cc1ccc(-c2cccc3[nH]ccc23)cc1/C=C/C(=O)Nc1ccccc1Sc1nncn1-c1ccccc1)C(=O)C=O,0.24, 0.0947880030281967),27705,TRUE
CC(N)(/C=C/C=O)c1cccc(Oc2nc3ccccc3c3ccc(-n4cc5c(c4)C(=O)C=CC5=O)cc23)c1F,0.24, 0.1643763672826655),27712,TRUE
CC(N)(/C=C/C(=O)Oc1nc2ccccc2c2ccc(-c3cc4ccccc4s3)cc12)Nc1cc(Cl)cc(Cl)c1,0.24, 0.0885529066557392),27719,TRUE
CCCC1Oc2ccc(C[C@H](N)C(=O)C(=O)N3C(=O)NCCC3Nc3ccccc3)c(-c3cc(O)c(O)c(O)c3)c2O1,0.24, 0.16333558645578813),27726,TRUE
CCC(=O)N(C(=O)c1cnc(C)cn1)C(C)/C=C/C(=O)Oc1nc2ccccc2c2cc(C[C@H](N)C(C)=O)ccc12,0.24, 0.1853491985006836),27733,TRUE
CC(C)C[C@H](C=O)Nc1c(Oc2ccccc2)ccc2c1nc(OC(=O)/C=C/C(C)NC(C)C)c1cc(C(=O)O)ccc12,0.24, 0.06775615741165174),27740,TRUE
CCCc1nc(C(c2cccnn2)(c2cccc3cc[nH]c23)C(N)(/C=C/C=O)c2cncs2)c(-c2ccc(F)cc2)[nH]1,0.24, 0.13873235699468603),27747,TRUE
C#CC(Oc1ccc(O)cc1)[C@H](N)C(=O)Nc1ccc(-c2c(/C=C/C=O)cccc2C[C@H](N)C(=O)C=O)cc1,0.24, 0.12113780348575945),27754,TRUE
NC(=O)C(=O)[C@@H](N)Cc1cc(=O)c2c(O)cc(O)c(NS(=O)(=O)C3CC3)c2o1,0.24, 0.21563509095685426),27761,TRUE
CC(N)(/C=C/C=O)N[C@H](C=O)CC(O[C@H]1CO[C@H]2OCC[C@@H]12)C(CN)Nc1cc(Cl)cc(Cl)c1,0.24, 0.1762058167983582),27768,TRUE
CC1CCN(c2c(O)cc(O)c3c(=O)c(O)c(C[C@H](N)C(=O)C=O)oc23)C(NS(=O)(=O)c2ccccn2)(c2cccnn2)C1,0.24, 0.12786956067908548),27775,TRUE
COc1ccc2c(c1)c(OC(=O)/C=C/C(C)N)nc1c(NS(=O)(=O)C3CC3)cc(-c3ccc(O)cc3C)cc12,0.24, 0.16245145584641663),27782,TRUE
CC(C[C@H](NC(c1cccs1)[C@H](N)C(=O)C=O)C(=O)C=O)c1ccccn1,0.24, 0.43904939754890515),27789,TRUE
C[C@H](N)C(=O)C(=O)NC(C)(Cc1ccc(Cl)cc1Cl)C(C)(O)Nc1ccc(-c2ccccc2)cc1,0.24, 0.2423461807773321),27796,TRUE
CC(=O)n1ccc2cc(C(CN)CCCC(=O)N([C@@H](C)C(=O)C=O)[C@@H]3CC4CCCCC4CN3)ccc21,0.24, 0.37420996929203504),27810,TRUE
Cc1nc(CC(N)(/C=C/C(=O)Oc2nc3ccccc3c3ccccc23)c2cccc3cc[nH]c23)cs1,0.24, 0.16017236058860407),27817,TRUE
C[C@@H](O)C[C@H](C=O)Cc1cccc2c1nc(OC(=O)/C=C/c1ccccc1C(C)(N)/C=C/C=O)c1ccccc12,0.24, 0.11893098788005836),27824,TRUE
N[C@@H](Cc1c(F)cc(F)cc1F)C(=O)C=O,0.24, 0.6138095153130573),27831,TRUE
[H]N([H])C(C=O)c1ccc(C[C@H](N)C(=O)C=O)cc1Cl,0.24, 0.5656479290923823),27845,TRUE
CCCc1ccc2c(C(C)(/C=C/C=O)NC(N[C@@H](C)[C@@H](C)O)C(=O)Oc3nc4ccccc4c4ccccc34)c(C(C)C)[nH]c2c1,0.24, 0.037635670528775124),27852,TRUE
C[C@H](N)C(=O)C(=O)Nc1ccc(N)c(Nc2cc(Cl)c(Oc3nc4ccccc4c4ccccc34)c(Cl)c2)c1,0.24, 0.09932440920101973),27859,TRUE
Cc1noc(C)c1-c1cc(N(C=O)C(=O)/C=C/C(C)(N)N2CCCC2N[C@@H](C)[C@@H](O)[C@H](O)[C@H](C)N)ccc1N,0.24, 0.132674191704812),27873,TRUE
C[C@H](N)C(=O)C(=O)On1nnc2ccc(Oc3nc4ccc(-c5cccc(Cl)c5)cc4c4ccccc34)cc21,0.24, 0.17642710851784596),27894,TRUE
N[C@@H](Cc1ccc2[nH]c(-c3cccc(Cl)c3Cl)c(Oc3ccccc3)c2c1C[C@H](N)C(=O)C=O)C(=O)C=O,0.24, 0.1867178047422646),27901,TRUE
CC(=O)N(C=O)c1c(F)c(F)c(-c2ccc(O)c(Nc3ccc(Cl)cc3)c2)c(C(C)(N)/C=C/C=O)c1F,0.24, 0.15705721370793588),27908,TRUE
[H]NC(=O)/C=C/c1cc(-c2ccnc3c(C)cccc23)ccc1C[C@H](N)C(=O)C=O,0.24, 0.36665399878319166),27922,TRUE
CC(C)C[C@H](N[C@@H]1C[C@H]2CCCC[C@@H]2CN1)C(=O)N[C@@H](Cc1ccc2cc[nH]c2c1)C(=O)C=O,0.24, 0.31830410999716935),27929,TRUE
[H]N[C@@H](C)C(=O)C(=O)Oc1nc2c([H])cccc2c2ccccc12,0.24, 0.45474966002437955),27936,TRUE
C[C@H]1O[C@@H](C[C@H](N)C(=O)C=O)[C@@H](O)[C@@H](O)[C@@H]1O,0.24, 0.3148898984685236),27950,TRUE
Cc1cc(Nc2onc(C)c2[N+](=O)[O-])cc(C)c1-c1ccc2oc(C(C)(N)/C=C/C=O)cc(=O)c2c1O,0.24, 0.13885217354362564),27964,TRUE
[H]C[C@@H](C(O)[C@H](O)[C@H](C)N)N(C(=O)C(=O)[C@H](C)Nc1cccnn1)C(=O)[C@@H](N)CC(C)C,0.24, 0.26923780670392167),27971,TRUE
C[C@@H](OC(C)(N)/C=C/C(=O)Oc1nc2ccccc2c2ccccc12)[C@@H](C=O)N[C@H](C=O)CCCCN,0.24, 0.07496574190858142),27978,TRUE
CC(N)/C=C/C(=O)Nc1cccc(Oc2nc3c(C[C@H](N)C=O)cccc3c3c(Oc4cncc(Cl)c4)cccc23)c1,0.24, 0.10455460737089375),27985,TRUE
N[C@@H](Cc1ccc([SH](=O)=O)nc1)C(=O)C(=O)Oc1nc2ccccc2c2ccccc12,0.24, 0.2029782637420918),27992,TRUE
CC[C@@H](C)[C@@H](C(=O)Oc1nc2ccccc2c2ccccc12)N(C(=O)C(=O)[C@H](C)N)C(=O)c1ccc(Cl)o1,0.24, 0.19738897199867275),27999,TRUE
C[C@H](N)C(=O)C(=O)N(C(=O)/C=C/c1ccccc1)C1(c2ccccc2[N+](=O)[O-])CCC(c2nc3cc[nH]cc-3n2)C1,0.24, 0.14340159725014112),28006,TRUE
Cn1ccc(-c2cccc3c2nc(OC(=O)/C=C/C(C)(N)C2CC4CCCCC4CN2)c2ccccc23)c1,0.24, 0.20406681075498903),28013,TRUE
C[C@@H](N)C(OP(=O)(O)O)C(=O)NC(C)(/C=C/C=O)NC(C=O)C(CC(=O)O)Oc1nc2ccccc2c2ccccc12,0.24, 0.047266662365901296),28020,TRUE
C[C@H](O)[C@@H](C=O)NC(=O)/C=C/C(C)(N)c1cc(=O)c2c(O)cc(C3CC4CCCCC4C(N[C@H](C=O)CO)N3)cc2o1,0.24, 0.14393273485570396),28027,TRUE
CC(C)C[C@H](N)C(=O)N[C@@H](C)C(=O)C(=O)NC1CCC(c2oc3cc(O)cc(O)c3c(=O)c2-c2nc3ccccc3c3ccccc23)C1N,0.24, 0.09924842708164004),28034,TRUE
C[C@@H](O)[C@@H](C=O)NC(=O)C(=O)[C@@H](N)C[C@@H]1CC(c2ccc(Br)cc2C[C@H](N)/C=C/C=O)CN1,0.24, 0.1436799204352155),28041,TRUE
Cc1cccc2c(O)cc(Nc3cc(Nc4ccccc4)ccc3C[C@H](N)C(=O)C=O)nc12,0.24, 0.23729314018311645),28048,TRUE
Cc1cnc(C(=O)N(CCC(C)c2nccs2)C(C)(/C=C/C(=O)O[C@H]2CCOC2)N[C@@H](CCC=O)C(=O)CF)cn1,0.24, 0.13446843111401544),28055,TRUE
CC(N)/C=C/C(=O)N1CCN(C(=O)[C@H](N)CC(C)(C)Oc2nc3c(C[C@H](N)C(=O)c4nccs4)cccc3c3ccccc23)CC1,0.24, 0.12625441544325805),28062,TRUE
CC(C)[C@H](N)C(=O)N[C@@H](Cn1c(-c2ccccc2)cc2ncnc-2c1O[C@@H](C)[C@H](N)C=O)C(=O)C=O,0.24, 0.24038061035958194),28069,TRUE
CC(C)[C@H](N)[C@@H](O)C[C@@H](C)C(=O)N(c1ccc2[nH]ccc2c1)C(/C=C/C=O)Cc1ccc(/C=C/C=O)cc1,0.24, 0.22972007157434274),28076,TRUE
N[C@@H](Cc1cc(C(F)C(=O)c2ccco2)c(Cl)cc1Cl)C(=O)C=O,0.24, 0.45824283846747893),28083,TRUE
CC(N)(/C=C/C=O)c1c[nH]c(-c2ccc(N)c(-n3c(N)nc4cccc(CC(N)C(=O)C(F)(F)F)c43)c2)n1,0.24, 0.13164901137883994),28104,TRUE
[H]OC(=O)C(=O)[C@@H](N)CC1([H])CC1,0.24, 0.5520806892842544),28111,TRUE
CCC1(C)CCN(C(=O)/C=C/C(C)(NC(=O)[C@H](CO)C(=O)[C@@H](N)[C@@H](C)O)N(Cc2ccn(C)c2)[C@H](C=O)C(C)C)CC1,0.24, 0.10335951892735497),28118,TRUE
NC(=O)CC[C@H](NC1CCC(C[C@H](N)C(=O)C(=O)Nc2ccccc2)C1c1ccc([N+](=O)[O-])cc1)C(=O)C(F)(F)F,0.24, 0.15883466871937657),28125,TRUE
Nc1ccc(CC(N)(/C=C/C(=O)N[C@@H](CCC=O)C(=O)C(F)(F)F)Oc2ccc(O)cc2)cc1CC1CCOC1=O,0.24, 0.0917969203234431),28132,TRUE
Nc1ccc(Nc2c(C[C@H](N)C(=O)C=O)cc3OCOc3c2-c2ccc(Cl)cc2Cl)cc1,0.24, 0.2659393630476568),28146,TRUE
CCc1cc(CC(N)/C=C/C=O)cc2c([C@H](N)C=O)cn(C(=O)C(NC(C=O)Nc3ccccc3)C3CC3)c12,0.24, 0.14145963051999963),28153,TRUE
CC(C)[C@@H](C=O)Nc1cccc2c1c(OC(=O)/C=C/C(N)Cc1ccc3c(c1)OCO3)nc1ccccc12,0.24, 0.14284775867974928),28160,TRUE
Nc1ccc(C[C@H](N)C(=O)C(=O)On2nnc3c(N4CCn5c(nnc5Oc5nc6ccccc6c6ccccc56)C4)cccc32)cc1,0.24, 0.10725029374149986),28167,TRUE
C[C@H]1COC(=O)C1CC(N)/C=C/C(=O)N[C@H](C(=O)CF)C(CC=O)Oc1nc2ccccc2c2ccccc12,0.24, 0.15632870988682185),28174,TRUE
C[C@H](N)C(=O)C(=O)NS(=O)(=O)C1CC1,0.24, 0.5613258436303354),28181,TRUE
CC(=O)[C@@H](NC(=O)/C=C/C(C)N)C(CC=O)(Nc1onc(C)c1[N+](=O)[O-])N(C(=O)CN)[C@@H](C)/C=C/C=O,0.24, 0.07511081608822875),28188,TRUE
NC(/C=C/C=O)C[C@H]1COC(=O)C1(C[C@H](N)C(=O)C(F)(F)F)c1c(O)c(Cl)cc(Cl)c1Cl,0.24, 0.20884547175099805),28195,TRUE
CC(=O)[C@@H](N)Cc1ccc(OC(C)(N)/C=C/C(=O)N(C)C)c2cc(C(=O)N[C@H](C=O)CC(N)=O)[nH]c12,0.24, 0.14552439649767465),28202,TRUE
Cc1c(C[C@H](N)C(=O)C=O)cc(-c2cccnn2)c(N(C=O)c2ccnc(S)n2)c1O,0.24, 0.20353005572928304),28209,TRUE
Cc1cccc2ccc(C(C)(/C=C/C(=O)Oc3nc4ccccc4c4ccccc34)N(CC(C)C)C(C)C)nc12,0.24, 0.1153766420319605),28216,TRUE
CC(/C=C/C(=O)Oc1nc2cccc(C[C@H](N)[C@@H](O)C[C@H](C)N)c2c2ccccc12)NC[C@@H](O)[C@H](C)N,0.24, 0.12027887100191742),28223,TRUE
CC(C)C[C@H](C=O)NC(CCN)C[C@@H](C=O)N(C(=O)c1sccc1-c1cc(O)c(O)c(O)c1)C(C)/C=C/C=O,0.24, 0.11780677881061381),28230,TRUE
CC(C)[C@@H](C=O)c1c(-c2c[nH]c(-c3ccc4[nH]ccc4c3)n2)ccc(C(C)(/C=C/C=O)NC(=O)c2ccc(Cl)o2)c1F,0.24, 0.12074439852777955),28237,TRUE
CC(=O)[C@@H](N)C(c1c(O)cc(O)c2c(=O)cc(C[C@H](N)C(=O)C=O)oc12)N(CC=O)CC[C@H](N)C=O,0.24, 0.14131816450899648),28251,TRUE
N[C@@H](COc1nc2ccccc2c2ccccc12)C(=O)C=O,0.24, 0.44104428141651),28258,TRUE
CC(C)C[C@H](C=O)Nc1[nH]c(Oc2ccc(Oc3nc4ccccc4c4ccccc34)cc2)cc2nc(C(C)(N)/C=C/C=O)nc1-2,0.24, 0.07430142260530644),28265,TRUE
[H]c1ccc(C[C@H](NCC(C)C)C(=O)C=O)s1,0.24, 0.5813704512761095),28272,TRUE
N[C@@H](C[C@@H]1CNCC(c2cc(O)c(O)c(O)c2)N1)C(=O)C(=O)Oc1nc2ccccc2c2cccc(NS(=O)(=O)C3CC3)c12,0.24, 0.06178927046337146),28279,TRUE
Cc1cccc(Oc2c(OC(C)(/C=C/C=O)NCC(C)(C)c3c(F)cc(F)cc3F)cnc(OC(C)C)c2Cl)c1,0.24, 0.13708603241362283),28293,TRUE
[H]N[C@@H](C)C(=O)C(=O)N[C@H]1c2ccccc2C[C@H]1O,0.24, 0.6389847721677167),28300,TRUE
[H]CC1C(=O)OC[C@@H]1C[C@H](N)C(=O)C(=O)Oc1nc2ccccc2c2ccc(-c3ccc(N)cc3)cc12,0.24, 0.1836975736903035),28307,TRUE
CC(C)(C)c1c(B(O)O)cc(CC(N)/C=C/C(=O)Oc2nc3ccccc3c3ccccc23)cc1[N+](=O)[O-],0.24, 0.08514165929188094),28321,TRUE
Cc1cccc(C)c1-c1ccc2c(c1)c(OC(=O)/C=C/C(C)NC[C@@H](O)[C@@H](N)Cc1ccccc1N)nc1ccccc12,0.24, 0.07383020983832622),28328,TRUE
COC(c1c(C)cc(SC)s1)[C@H](N)C(=O)C(=O)N1C[C@H]2[C@@H](C1)C2(C)C,0.24, 0.604397716987137),28335,TRUE
Cc1cc(O)ccc1C[C@H](NCc1ccccc1Sc1cccc(Oc2ccnc3c(C)cccc23)c1)C(=O)C=O,0.24, 0.13275554744783563),28342,TRUE
CC(N)C(O)CN[C@@H](C)C[C@H](O)[C@H](C)Nc1c(O)cc(O)c2c(=O)c(O)c(C(C)(N)/C=C/C=O)oc12,0.24, 0.08037328074629294),28349,TRUE
CC[C@H](C)Nc1ccc(Oc2nc3ccccc3c3cccc(Nc4cc(Cl)cc(Cl)c4)c23)cc1NC(=O)/C=C/C(C)N,0.24, 0.09241652670258445),28356,TRUE
C[C@H](NC1(Nc2c(O)c(Cl)cc(Cl)c2Cl)CC1C(=O)/C=C(\O)C(=O)O)C(=O)C(=O)Nc1ccc(N)cc1,0.24, 0.04230941958172509),28363,TRUE
CC(N)/C=C/C(=O)Oc1ccnc2c(C(Nc3cc(Oc4nc5ccccc5c5ccccc45)ccn3)c3ccc(/C=C(\N)C=O)o3)cccc12,0.24, 0.05470972949502612),28370,TRUE
Cc1csc(C(Sc2c(CC(=O)[C@H](C)N)cccc2N[C@H](C=O)[C@@H](C)O)[C@H](NC[C@@H](O)[C@H](C)N)C(=O)C=O)n1,0.24, 0.08650406751144636),28377,TRUE
CC(/C=C/C(=O)Oc1ccc(O)cc1)N(C(=O)c1cc(C(C)(C)C)c(Cl)o1)C(=O)[C@H](CO)C(=O)[C@@H](N)[C@@H](C)O,0.24, 0.1446132959467217),28384,TRUE
CC(C)c1c(-c2cc(O)cc(-c3ccc(C=O)o3)c2)ccc2c1nc(OC(=O)/C=C/C(C)(N)N1CCCC1)c1ccccc12,0.24, 0.08449529065184774),28391,TRUE
CC(N)/C=C/C(=O)Oc1nc2ccc(-c3ccccc3)cc2c2ccc(-c3ccc(/C=C/C(=O)OCC(C)C)cc3)cc12,0.24, 0.1107094252406444),28398,TRUE
[H]C(=O)C(=O)[C@H](CC1OC(O)=C(CCC)C(=O)C1n1nnc2ccccc21)N[H],0.24, 0.5421280556645341),28405,TRUE
[H]C(=O)C(=O)[C@@H](N)Cc1cc(F)c(F)cc1F,0.24, 0.47206616007656593),28412,TRUE
NC(/C=C/C=O)Cc1cc(-c2oc3cc(O)cc(O)c3c(=O)c2O)nn1Cc1ccc(Cl)cc1Cl,0.24, 0.21417571425283208),28419,TRUE
COC(=O)c1cc2c(C[C@H](N)C(=O)C=O)ccc(NC(=O)[C@@H](N)CC(C)C)c2[nH]1,0.24, 0.2755649764170351),28426,TRUE
[H]NC1OC(=O)C[C@H]1c1cc([N+](=O)[O-])c([H])cc1CN[C@@H](C)C(=O)C=O,0.24, 0.23576824914411554),28433,TRUE
N[C@@H](Cc1oc2cc(O)c(-c3nc4cc[nH]c(-c5cc(-c6cccc(/C=C/C=O)c6)no5)c-4n3)c(O)c2c(=O)c1O)C(=O)C=O,0.24, 0.09037743949941905),28440,TRUE
CC[C@H](C)c1ccc2c(nc(OC(=O)C(=O)[C@@H](N)Cc3nc4ccn(C)cc-4n3)c3ccccc32)c1CC(N)C(=O)C(N)=O,0.24, 0.11537744442427772),28447,TRUE
CSc1ncc(Oc2ccc(O)cc2)cc1C(C)(N)/C=C/C(=O)Oc1nc2ccccc2c2ccccc12,0.24, 0.11014662826632592),28454,TRUE
C#CC[C@H](N)C(=O)N[C@@H](C)C(=O)C(=O)Oc1nc2c(N[C@@H](C)[C@@H](O)[C@H](O)[C@H](C)N)cc(N(C)C)cc2c2ccccc12,0.24, 0.07648983643258818),28461,TRUE
C[C@H](N)C[C@H](O)[C@H](C)NC(NC(=O)c1cc2c(C[C@H](N)C(=O)C=O)cccc2[nH]1)c1ccc(Cl)cc1,0.24, 0.1223389029017575),28468,TRUE
Cn1ccc(CN[C@@H](Cc2oc3c(-c4ccc(C(=O)CF)o4)c(O)cc(O)c3c(=O)c2O)C(=O)C=O)c1,0.24, 0.14006951573534812),28475,TRUE
CCC(CN(C(=O)C(C)C)C(C)(/C=C/C=O)c1ccc(C)cc1-c1ccc(-c2cnc(C(=O)[C@H](C)N)s2)c(=O)o1)[C@H]1CO1,0.24, 0.1223162168916456),28482,TRUE
CCCc1cc(C(=O)NC(/C=C/C=O)(NCc2ccc(/C=C(\N)C=O)o2)C(c2ccccc2)c2csc(C)n2)sc1Cl,0.24, 0.08921023696789722),28489,TRUE
C[C@H](N)C(=O)C(=O)N[C@H](C=O)CC(CC(N)=O)Oc1nc2c(N[C@H](C=O)[C@@H](C)O)cccc2c2ccccc12,0.24, 0.10845068332171573),28496,TRUE
CC[C@H](NCC=O)C(=O)NC(C)(/C=C/C(=O)Oc1nc2ccccc2c2ccccc12)c1ccccc1F,0.24, 0.13939564514983982),28503,TRUE
C#CC[C@H](N)C(=O)N(c1cccc2[nH]c(C=O)cc12)[C@@H](Cc1nc(-c2cccs2)[nH]c1Nc1ccccc1)C(=O)C=O,0.24, 0.09809177499616294),28510,TRUE
[H]c1cccc2c1nc(OC(=O)[C@@H](N)[C@H](C)OC(=O)C(=O)[C@H](C)N)c1ccccc12,0.24, 0.3638944206807786),28524,TRUE
[H]NC(=O)C(=O)[C@@H](N)Cc1ccc(F)cc1Cl,0.24, 0.7521402820259596),28538,TRUE
CC(O)C(N)CN[C@@H](Cc1ccc(F)cc1Cl)C(=O)C=O,0.24, 0.47838637724107913),28545,TRUE
Nc1ccc(Nc2ccccc2CNC(/C=C/C=O)Cc2ccc(/C=C/C=O)cc2)cc1-c1oc2cc(O)cc(O)c2c(=O)c1O,0.24, 0.05896724922174605),28559,TRUE
C[C@H](N)C(=O)C(=O)Oc1nc2c(C(C[C@H](N)C(=O)O)OCC=O)cccc2c2ccccc12,0.24, 0.1755622928027649),28566,TRUE
